Itinerario;ID;Livello;Genitore;Titolo;Sottotitolo; Testo_storia;Testo_Audio_Cicerone;Immagine;Tipo_Card;latitudine;longitudine;mappaCartella
Ciociaria;6,2,6;Monumento;6,2;Rione Le Piagge;;"Il nome Le Piagge, diffuso nella toponomastica medievale, sta ad indicare uno spazio digradante e ubicato in posizione marginale rispetto al centro del nucleo urbano di Alatri. Un’area, questa delle Carcìe, sia topograficamente che amministrativamente distinta dal restante agglomerato urbano: si presenta contraddistinto da un impenetrabile continuum architettonico in cui s’innesta un fitto intreccio di vicoli e strettoie, diramati e spesso confusi per le anse del colle.

La fase di maggiore rinnovamento edilizio per le Piagge corrisponde al periodo tra il XIII e il XV secolo. Si determinò nella zona una precisa tipologia residenziale, caratterizzata dall’aggregazione a schiera di piccole costruzioni monofamiliari che, oltre ad assolvere una funzione abitativa, ebbero una connotazione produttiva grazie alla presenza di piccole botteghe artigiane. In questo luogo si impone, per vetustà e importanza, la Chiesa di San Silvestro";;immagini/alatri_lepiagge.webp;Dettaglio;;;
Ciociaria;6,2,6,1;Opera;6,2,6;s. Silvestro;;"La Chiesa di San Silvestro ad Alatri è una delle più antiche chiese della città, eretta alla fine del X secolo, nel cuore dell’antica carcìa delle Piagge, ad una sola navata, di impianto romanico, successivamente nel 1331 fu ampiamente allargata con un ulteriore nave. La facciata è assai sobria: un semplice prospetto in pietra, con portale architravato e lunettato, ed oculo in conci marmorei. L’interno, sostanzialmente romanico, coperto da soffitto a capriate lignee, appare spartito longitudinalmente da due grandi arcate a sesto pieno.

L’edificio risulta famoso per i pregevoli affreschi che l’adornano e per la cripta sottostante. Dell’originaria decorazione duecentesca, rimane, nel catino absidale, l’Incoronazione della Vergine con i santi Giovanni Battista ed Evangelista, e a destra della stessa abside, il San Silvestro affiancato dal particolare simbolico del drago. La parete destra del presbiterio è ornata invece da una successione di affreschi di epoca più tarda, appartengono infatti al XV secolo, in cui sono riconoscibili le figure di san Sebastiano, di san Leonardo, di sant’Antonio abate e di una Madonna in trono con Bambino.

A questa teoria di santi segue il trittico raffigurante la Deposizione di Cristo nel Sepolcro. Lungo il perimetro orientale della chiesa troviamo, benché mutila per l’apertura di una finestra, un' Annunciazione attorniata da figure di santi, tra i quali l’ Evangelista Giovanni facilmente individuabile dal cartiglio che impugna con la scritta “in principium erat verbum”. A conclusione di questo straordinario ciclo di affreschi vi era, fino a qualche tempo fa, una colossale Fuga in Egitto, di cui non rimane che qualche misero frammento a seguito dei danni riportati durante il secondo conflitto mondiale.

Scendendo la ripida scala in pietra, posta ai piedi della parete destra, si può ammirare la cripta, l’altro grande gioiello di questa chiesa. Si tratta di un piccolo spazio ipogeo, assai rozzo, coperto da volta a crociera, risalente al IX secolo, ossia a un periodo assai precedente rispetto alla costruzione soprastante. Dalle incrostazioni della parete destra emerge un affresco raffigurante un ignoto santo benedicente, di gusto tipicamente bizantineggiante, evidente nell’atteggiamento di assoluta frontalità e nella gamma dei colori in cui predominano ocre, rossi e azzurri.";;immagini/alatri_silvestro.webp;Dettaglio;;;
Ciociaria;6,3;Paese;6;Veroli;;"Posta su una dolce altura nel cuore della Ciociaria, e affacciata sulla Piana di Frosinone, Veroli è una cittadina medievale, dalle antichissime origini. Fondata, infatti, dagli Ernici, di cui, nella parte più alta del colle, si possono ancora vedere (conservate in buono stato), l’acropoli e le mura megalitiche, Verulae formò, con importanti città ciociare come Anagnia (Anagni), Aletrium (Alatri), Ferentinum (Ferentino) ed altri centri minori, la Lega Ernica.
Essa divenne inoltre fedele alleata dei romani fin dal regno di Tarquinio il Superbo, ed ancor oggi, in onore di questa coalizione, sullo stemma della città compare la scritta “verulana civitas almae urbi confederata” (la città di Veroli confederata alla generosa Roma)";;immagini/veroli_panorama.webp;Principale;41,691763;13,418721;mappe-offline/Ciociaria
Ciociaria;INF6,3;Info / Contatto;6,3;pro Loco;;"📍 Indirizzo:Via Vittorio Emanuele, 12<br>📞 Tel. 0775 238929<br>🕒 Orari<br>🌐 Sito web:https://www.prolocoveroli.it

<br>🅿️ Parcheggio Multipiano ""Porta Romana"" / Viale dei Volsci";;;Info / Contatto;;;
Ciociaria;6,3,1;Monumento;6,3;Cattedrale;;"Origini antiche: Sorge sull'antico Forum Verolanum. Fu costruita nel XIII secolo su un edificio paleocristiano del IV secolo. La presenza della sepoltura del presbitero Marturio (384 d.C.) ne testimonia le radici antichissime.

Ricostruzioni e modifiche:

Ricostruito dopo il terremoto del 1350.

Nel 1706, per volere del Vescovo De Zaulis, la chiesa ha assunto l'aspetto attuale (mantenendo il rosone gotico del XIV secolo).

Il campanile sorge sopra un'antica torre romana.

Architettura e Interni
Stile: L'interno a tre navate ha un aspetto prevalentemente barocco (frutto dei lavori tra la fine del '600 e il '700) che ha trasformato gli elementi romanici e gotici originali.

Coro e opere pittoriche:

Coro ligneo del 1624 nell'abside.

“Il martirio di San Bartolomeo” del pittore polacco Taddeo Kuntze nella navata sinistra.

Tela del 1604 di Federico Buccatti sull'altare della Cappella del Sacramento (Santi Maria Salome, Biagio e Demetrio).

Il Tesoro del Duomo e l'Archivio
Il Tesoro: Situato nella navata destra, raccoglie oltre 600 reliquie (in parte trasferite nel 1572 dall'Abbazia di Casamari). Tra i pezzi più preziosi:

Croce astile in argento dorato (XIII sec.) con un frammento della Santa Croce.

Altre croci processionali, calici smaltati (1396) e cofanetti d'avorio siriaco-persiani.

Busti reliquiari in argento di Santa Maria Salome (patrona di Veroli), dei Santi Giovanni e Paolo, di Sant'Andrea e il braccio reliquiario di San Matteo.

L'Archivio Capitolare: Custodisce circa 1.200 pergamene a partire dal IX secolo.";;immagini/veroli_cattedrale.webp;Dettaglio;;;
Ciociaria;6,3,2;Monumento;6,3;Palazzo Comunale;;"Collocazione: Il Palazzo Comunale sorge sulla piazza principale dell'antica Veroli, dove un tempo si trovava il Foro romano.

Mura Megalitiche: L'edificio ingloba un tratto di mura megalitiche del IV secolo a.C., visibili all'interno del Museo Civico Archeologico.

Ambienti Sotterranei: Sotto l'area del Foro si sviluppa una galleria sotterranea (III sec. a.C.) con ambienti rettangolari e archi in pietra, realizzata dai romani come opera di sostruzione (sostegno urbanistico).

Il Museo Civico Archeologico
La Collezione Papetti: La maggior parte dei reperti proviene dalla donazione della famiglia Papetti in memoria di Nino, storico cultore locale e ispettore archeologico.

Reperti esposti: Mosaici, decorazioni antiche, vasellame, urne cinerarie, un sarcofago e un calco dei celebri Fasti Verolani.

Iscrizioni e Personaggi Romani:
Gracco: Prefetto dei fabbri, figura ancora misteriosa a causa dell'estrema sintesi dell'iscrizione a lui dedicata.

Lucio Alfio: Duumviro, signore e curatore della colonia cassinese. I Collegi dei Sevirali e degli Augustali gli dedicarono un monumento per i suoi meriti: di esso si conserva la base, ritrovata nel 1356 presso il campanile del Duomo di Sant’Andrea.";;immagini/veroli_comune.webp;Dettaglio;;;
Ciociaria;6,3,3;Monumento;6,3;Palazzo Quinones;;"Il Borgo di Santa Croce.
Atmosfera e Architettura: Conserva intatto l'aspetto medievale, con stradine strette e tortuose ed edifici con archi e bifore in stile romanico e gotico.

Tradizione Artigiana: Il quartiere è storicamente legato alle antiche ""botteghe"" e alle maestranze locali.

Palazzo Santa Croce (o Palazzo Quiňones)
Storia: Prende il nome dal Cardinale Quiňones, prefetto di Veroli nella prima metà del 1500, che vi ha dimorato.

Caratteristiche Architettoniche:

In facciata presenta un'elegante bifora gotica e una croce traforata (simbolo del titolo cardinalizio).

Sul retro conserva una corte caratteristica che ne completa lo stile austero e raffinato.

Uso Attuale: Un ambiente del palazzo ospita una mostra permanente dedicata all'artigianato tipico e alla tradizione contadina verolana.";;immagini/veroli_quinones.webp;Dettaglio;;;
Ciociaria;6,3,4;Monumento;6,3;Fasti Verulani;;"Definizione e valore: Sono un raro e prestigioso calendario romano del I secolo d.C., inciso su una lastra di marmo. Testimoniano l'importanza di Veroli in epoca romana.

Contenuto: Riportano i primi tre mesi dell'anno (Gennaio, Febbraio e Marzo).

Struttura dei mesi: Ogni mese è suddiviso in tre sezioni:

Lettere per indicare date di fiera e mercato (ogni nove giorni).

Numeri romani decrescenti per il conteggio dei giorni rispetto a Calende, None e Idi.

Sigle (F, C, N, NP, EN) che indicano la nota dierum (la natura sacra o civile di ciascun giorno).

Ritrovamento e Conservazione:
La scoperta: Avvenne nel 1922 durante dei lavori: la lastra era stata riutilizzata come copertura per una tomba di una necropoli paleocristiana.

Studio: Fu ricomposta e analizzata dal Prof. Camillo Scaccia Scarafoni.

Dove vederli: L'originale è conservato nel cortile di Casa Reali (tipica abitazione medievale), mentre una riproduzione è esposta al Museo Civico Archeologico nel Palazzo Municipale.";;immagini/veroli_fasti.webp;Dettaglio;;;
Ciociaria;6,3,5;Monumento;6,3;Chiesa s. Salome;scala santa;"Origini e Storia della Basilica
Ritrovamento delle spoglie (1209): La chiesa sorge nel punto in cui fu trovato il corpo di Santa Maria Salome, patrona di Veroli. Attorno al sepolcro venne inizialmente eretto un primo oratorio.

Ricostruzioni: Distrutta dal terremoto del 1350, fu ricostruita e consacrata nel 1492.

Restauri Settecenteschi: Tra i primi del '700 e il 1733, i vescovi De Zaulis e Tartagni completarono la facciata e l'interno della basilica.

Architettura e Opere d'Arte Principali
L'interno è a tre navate e custodisce importanti opere pittoriche e scultoree:

Navata centrale e presbiterio:

Tela di Santa Salome nell'abside di Giuseppe Cesari (il Cavaliere d'Arpino), affiancata da dipinti dei Santi Giovanni e Giacomo attribuiti a Giuseppe Passeri.

Affreschi della cupola attribuiti a Giacinto Brandi.

Navata sinistra:

Affreschi del XIII-XIV secolo (sul fondo).

Dipinto dell'Immacolata del Sementi e scene della Passione attribuite al Maratta (nella prima cappella).

Navata destra:

Trittico ""Madonna e Santi"": Opera firmata da D.F. Hispanus (1561) situata a destra del presbiterio, affiancata da un grande quadro attribuito a Francesco Solimena.

Cappelle: Ospitano un Crocifisso di F. Trevisani, una Deposizione di A. Cavallucci e una statua lignea della Santa di scuola berniniana (XVII sec.).

Monumento funerario (1655): Dedicato a Francesca Antonia Leni (morta a 15 anni), scultura barocca di grande delicatezza.

Elementi di particolare Rilievo:
La Scala Santa: Fatta costruire nel Settecento dal Vescovo Tartagni, è composta da 12 gradini. L'undicesimo contiene un frammento della Santa Croce di Gerusalemme; percorrendola si può ottenere l'indulgenza plenaria.

La Confessione (1742): Mausoleo in marmo sotto l'altare maggiore che conserva l'urna dorata con i resti di Santa Maria Salome e le reliquie dei Santi Biagio e Demetrio.

La Cripta e l'Oratorio sotterraneo: Si raggiunge scendendo attorno a una torre circolare (dove si trova anche un antico pozzo del 1210). Custodisce il punto esatto del primo ritrovamento della Santa e la piccola urna in pietra che ne conservò le ossa fino al terremoto del 1350.

Nei dintorni: Di fronte alla Basilica ha sede il Seminario, che ospita la Biblioteca Giovardiana (seconda metà del '700), tra le più antiche biblioteche pubbliche d'Italia.";;immagini/veroli_salome.webp;Dettaglio;;;
Ciociaria;6,3,6;Monumento;6,3;Chiesa s. Maria dei Franconi;;"La Chiesa e il Monastero
Storia e Origini: Risale all'XI-XII secolo ed è annessa al monastero benedettino (fondato nel 1580).

Facciata Romanica: Sopravvissuta al terremoto del 1350, conserva lo stile romanico originario con archetti ciechi e un portale severo ornato da motivi benedettini.

Interni e Opere:

Controfacciata: Ospita l'affresco ""Crocifissione con veduta di Veroli"" (1674).

Pareti: Decorazioni ad affresco del XVII secolo (opera di F. Frezza sulla parete di fondo) e del XVIII secolo.

L'Oratorio di Sant’Onofrio
Collocazione e Antichità: Situato sotto il presbiterio e addossato alle mura urbiche, è un'architettura più antica rispetto alla chiesa soprastante.

Struttura: Composto da due campate sostenute da sei pilastri (quattro angolari e due centrali).

Importanza Architettonica: Presenta un'innovativa struttura gotica (con archi, costoloni e volte a crociera) che ha fatto da modello per importanti edifci successivi, tra cui l'Abbazia di Casamari.";;immagini/veroli_franconi.webp;Dettaglio;;;
Ciociaria;6,3,7;Monumento;6,3;Chiesa s.Leucio;;"Collocazione e Mura Megalitiche
Posizione: La chiesa si trova sulla Rocca, il punto più alto di Veroli (circa 700 m s.l.m.), in posizione dominante sulle Valli del Sacco e del Liri.

Mura Megalitiche: L'area è cinta da mura di origine preromana, realizzate con enormi blocchi di pietra grezza e non lavorata.

Architettura e Storia della Chiesa
Stile e Struttura: Piccola chiesa romanica dalla facciata semplice in pietra viva. L'interno è a navata unica con tetto a capriate e ha conservato quasi intatte le sue linee originarie.

Origini e Consacrazione:

Una lapide del 1079 (sotto Papa Gregorio VII) ne attesta la dedicazione a San Leucio.

La data si riferisce a una riconsacrazione a seguito di ampliamenti: la struttura originaria è ben più antica, risalente probabilmente al IV secolo.

Elementi Interni
Abside: Custodisce un dipinto del Crocifisso risalente al 1603.

Cappelle Laterali: Aggiunte in un secondo momento:

Destra (più antica): Dedicata alla Madonna Addolorata.

Sinistra: Dedicata a Santa Maria Salome.";;immagini/veroli_leucio.webp;Dettaglio;;;
Ciociaria;6,4;Paese;6;Abbazia Casamari;;"Abbazia

“Il Monastero si costruisca, possibilmente, in modo da potersi trovare tutto il necessario, cioè l’acqua, il mulino, l’orto e gli ambienti per le varie attività, così che i monaci non debbano girovagare fuori, cosa che non recherebbe alcun vantaggio alle loro anime”. Queste parole del capitolo LXVI della Regola di San Benedetto sono state basilari per la costruzione dei monasteri, tanto che tendenzialmente mai da esse ci si è allontanati, nonostante l’evoluzione del tempo e le numerose riforme. La struttura architettonica, infatti, doveva e deve rispettare le esigenze della vita claustrale, fatta di lavoro e di preghiera, per consentire al monaco di raggiungere lo scopo della sua vocazione. A Casamari non c’è traccia dell’antico monastero benedettino; sappiamo, però, che nel secolo XI la chiesa fu ampliata dall’abate Giovanni I secondo i canoni dell’architettura romanica e che, in seguito alla riforma cistercense, l’abbazia fu rifatta, rispettando le regole costruttive del nuovo Ordine. Venne consacrata da papa Onorio III nel 1217 e, nonostante i numerosi restauri, la sua struttura è rimasta, nel tempo, pressoché immutata";;immagini/casamatri_abbazia.webp;Principale;41,671111;13,487222;mappe-offline/Ciociaria
Ciociaria;INF6,4;Info / Contatto;6,4;;;"📍 Indirizzo:Via Maria, 25<br>📞 Tel.  0775 282371<br>🕒 Orari: tutti i giorni 9.00-12.00; 15.00-18.00.<br>🌐 Sito web:https://www.abbaziadicasamari.it

<br>🅿️ ";;;Info / Contatto;;;
Ciociaria;6,4,1;Monumento;6,4;Sagrato;;"Lo sviluppo verticale del prospetto della chiesa è moderato da un atrio a tre archi formato da blocchi di pietra calcarea e ancorato a quattro robusti contrafforti.

Sull'atrio si leva l'alzato, a forma di rettangolo, sostenuto da due contrafforti e ornato da un rosone a sei lobi, al centro, e da due monofore ad arco acuto, chiusi da lastre di alabastro; in alto, un timpano, a doppio spiovente con cornice dentellata, corona la struttura.

L'interno dell'atrio è formato da tre volte a crociera costolonate, sostenute da pilastri con lesene semicircolari addossate. Al centro, si apre il bellissimo portale, con profonda strombatura realizzata da una serie di archi a tutto sesto sorretti da colonne alternate a semicolonne pensili, sopra i capitelli corre una mensola che ne sottolinea le sporgenze.

La porta originaria, in legno di noce, è stata rivestita di rame, nel 1954, dallo scultore Pietro Canonica che ha realizzato in bronzo, nella parte superiore, quattro formelle con i simboli degli evangelisti.";;immagini/casamatri_sagrato.webp;Dettaglio;;;
Ciociaria;6,4,2;Monumento;6,4;Chiesa;;"Origini e Architettura Cistercense
Inizio e consacrazione: La costruzione iniziò nel 1203 (benedetta da Papa Innocenzo III) e la chiesa fu consacrata nel 1217 da Papa Onorio III.

Stile bernardino: Segue la pianta tipica cistercense: austera, grandiosa e priva di decorazioni o sculture superflue, per favorire la preghiera.

Struttura: Pianta a croce latina a tre navate. La navata centrale è divisa in sette campate da pilastri con volte a crociera e lesene pensili che terminano sopra il pavimento per fare spazio agli antichi stalli del coro.

Transetto, Abside e Altare
Transetto: Presenta finestre a monofora, rosoni e sei piccole cappelle laterali (tre per braccio).

Altare maggiore: Al centro del transetto si trova una tribuna (ciborio) in marmi policromi, donata nel 1711 da Papa Clemente XI.

Abside e Coro: L'abside riceve luce da finestre e da un rosone a sei lobi chiusi da lastre di alabastro. Ospita il coro in noce (realizzato nel 1953) e la consolle dell'organo (1940), le cui 1525 canne sono posizionate all'esterno della struttura.

Anomalia della Torre Campanaria
Posizione unica: La torre non sorge all'incrocio dei bracci della croce (il transetto), ma sulla campata antistante.

Motivo: Questa scelta risponde a un preciso equilibrio geometrico cistercense: la torre dista dalla parete dell'abside quanto la larghezza della chiesa stessa e pari a due terzi della sua lunghezza.";;immagini/casamari_chiesa.webp;Dettaglio;;;
Ciociaria;6,4,3;Monumento;6,4;Aula Capitolare;;"Importanza e Funzioni:
Considerata tra le più belle dell'architettura cistercense europea, è l'ambiente più importante dopo la chiesa. Qui la comunità si riunisce per:

Lettura della Regola: Ascoltare quotidianamente il martirologio e un capitolo della Regola di San Benedetto (da cui il nome dell'aula).

Attività comunitarie: Eleggere l'abate a voto segreto, accogliere i postulanti, ascoltare insegnamenti spirituali e discutere decisioni importanti.

Capitolo delle colpe: In passato, un momento di confessione pubblica e richiesta di perdono per le infrazioni alla Regola.

Ingresso e Facciata
Portale e Bifore: Si accede tramite un portale ogivale affiancato da due grandi bifore strombate con colonnine e lunette con losanghe.

Funzione delle bifore: Permettevano ai fratelli conversi (ai quali era vietato l'accesso all'aula) di ascoltare dall'esterno il sermone dell'abate.

Architettura e Interni
Dislivello simbolico: Il pavimento è ribassato rispetto al chiostro: scendere simboleggia l'umiltà e la penitenza, mentre risalire rappresenta la purificazione e il perdono.

Struttura: Sala a pianta quadrata, divisa in 3 navate e 9 campate da 4 imponenti pilastri a fascio decorati con snelle colonnine e capitelli con motivi vegetali, da cui si dipartono le volte a crociera.

Elementi recenti:

I sedili in legno (che hanno sostituito l'antico banco in pietra perimetrale a tre livelli).

Il pavimento in cotto.

Le tre vetrate istoriate orientali raffiguranti San Benedetto (al centro), San Roberto di Molesme (a sinistra) e San Bernardo di Chiaravalle (a destra).";;immagini/casamari_capitolare.webp;Dettaglio;;;
Ciociaria;6,4,4;Monumento;6,4;Chiostro;;"Il Cuore Spirituale del Monastero.
Funzione e Posizione: È il centro attorno al quale si sviluppano tutti gli ambienti della vita monastica (Chiesa, Aula Capitolare, Refettorio, Dormitori, ecc.).

Vita Monastica: Luogo di meditazione, lettura, passeggiata, processioni e raccoglimento spirituale. Il silenzio del chiostro è la condizione fondamentale per il dialogo del monaco con Dio.

Simbologia e Teologia
La Forma Quadrangolare: Il numero quattro simboleggia l'universo (4 punti cardinali, 4 elementi, 4 stagioni).

Il Cammino Spirituale: Le quattro gallerie rappresentano il percorso dell'anima: disprezzo di sé, disprezzo del mondo, amore del prossimo, amore di Dio.

Il Giardino Interno: Richiama l'armonia del creato grazie alla presenza equilibrata di Terra, Acqua, Aria e Luce.

Architettura e Dettagli Storici
Struttura: Portici con volte a vela ristrutturati nel XVIII secolo (in sostituzione dell'originale tettoia in legno). Su ogni lato si aprono quattro bifore con colonnine binate (lisce, scanalate o a treccia) e capitelli a crochet.

Il Pozzo Centrale: Al centro del giardino si trova il puteale della cisterna, posto su una base ottagonale con colonnine.

Il Capitello Storico (Lato Sud): Raffigura i volti attribuiti a Federico II, al suo segretario Pier delle Vigne e all'abate Giovanni, a ricordo della visita e affiliazione dell'imperatore nel 1222.

Galleria Orientale: Vi si affacciano le grandi bifore dell'Aula Capitolare e tre portali principali che conducono al Locutorium (corridoio verso l'esterno), all'Aula Capitolare e all'Armarium (l'antico archivio con il caratteristico oculo centrale).";;immagini/casamari_chiostro.webp;Dettaglio;;;
Ciociaria;6,4,5;Monumento;6,4;Refettorio;;"Ubicazione e Origine Storica:
Accesso: Vi si accede tramite la ""porta dei conversi"" (situata all'inizio della navata destra della chiesa), passaggio storicamente riservato ai fratelli conversi.

Funzione originaria: La sala nasce in origine come dispensarium, ossia il deposito dei prodotti agricoli del monastero.

Conversione: Nel 1952, a seguito di interventi di restauro e intonacatura delle pareti e delle volte, il locale è stato adibito a refettorio per i pasti comunitari dei monaci.

Architettura e Struttura:
Dimensioni e luminosità: Grande sala austera di 37 metri di lunghezza e 11 di larghezza, resa molto luminosa da alte finestre rettangolari.

Interni: Diviso in due navate e sette campate da imponenti colonne cilindriche con capitelli ottagonali.

Coperture e archi: Presenta volte a crociera e archi (trasversali e longitudinali) prevalentemente a sesto acuto.

La Regola del Silenzio:
In linea con la Regola di San Benedetto, i pasti si svolgono nel silenzio più rigoroso.

È vietato parlare o fare domande: l'unica voce ammessa all'interno della sala durante il pasto è quella del monaco incaricato della lettura spirituale.";;immagini/casamari_refettorio.webp;Dettaglio;;;
Ciociaria;6,5;Paese;6;Arpino;Città di Cicerone;Adagiata su di un sistema collinare che si erge improvviso sulla vallata, Arpino offre il suo profilo inconfondibile al visitatore che vi giunge.  Siamo sul versante sinistro della Media Valle del Liri, prossimi alle estreme propaggini dell’Appennino centrale. Situata ad un’altezza media di 450 m s.l.m., Arpino gode di un clima asciutto e gradevole, che la rende una “stazione climatica” ideale per chiunque desideri sfuggire all’atmosfera soffocante ed inquinata delle grandi città.;;immagini/arpino_panorama.webp;Principale;41,64705;13,61155;mappe-offline/Ciociaria
Ciociaria;INF6,5;ufficio turistic - Pro Loco;;;;"📍 Indirizzo:piazza Municipio<br>📞 Tel.  +39 0776.8485351<br>🕒 Orari: .<br>🌐 Sito web:http://www.prolocoarpino.it
<br>🅿️ Parcheggio di Via Pasquale Rotondi";;;;;;
Ciociaria;6,5,1;Monumento;6,5;Piazza del Municipio;;"E' il ""salotto buono"" di Arpino, le sue linee architettoniche armoniose ed eleganti,le tinte calde e gentili delle sue facciate accolgono il visitatore per introdurlo nel cuore della città.
Centro della vita sociale, culturale e religiosa cittadina, la Piazza Municipio sorge sul sito dell'antico Forum romano, situato all'incrocio  tra gli assi viari principali del decumanus, che comprende le odierne vie Giuseppe Cesari e dell'Aquila Romana e del cardo, corrispondente al   tracciato dell'attuale Via del Liceo.
A conferma di ciò nel centro della piazza è visibile un  tratto dell'antico  basolato romano, venuto recentemente alla luce (2006) durante le opere di riqualificazione urbana del centro storico cittadino. Da notare i  vari strati su cui il lastricato è sistemato e  la perfezione della cloaca. Un altro tratto, portato a livello strada, si può vedere in via dell'Aquila Romana        
Un tempo parzialmente inglobata nel cortile di Palazzo Boncompagni, la piazza deve la sua sistemazione definitiva e il suo ampliamento al periodo della dominazione francese (1811-1814),  quando assunse la sua attuale fisionomia architettonica ed urbanistica, recuperando la primitiva funzione di centro della vita cittadina.";;immagini/arpino_municipio.webp;Dettaglio;;;
Ciociaria;6,5,2;Monumento;6,5;s Michele Arcangelo;;"1. Origini Storiche e Fede (Dal Pagano al Cristiano).
L'Antico Tempio: Sorge sull'area di un probabile tempio pagano dedicato ad Apollo e alle nove Muse (dietro l'altare si trova un vano scavato nella roccia con nove nicchie vuote).

Testimonianze Storiche:

Una lapide del 1700 nella navata sinistra recita: ""Templum hoc novem musis olim dicatum ... anno MDCCXXXI consecravit"".

Affreschi dell'VIII-IX secolo e la campana maggiore recante la datazione MC (1100).

Documenti nei Regesti dell'Abbazia di Montecassino attestano una donazione da parte di Giovanni di fu Lando nel 1104.

Residenza Vescovile e Restauri: All'inizio del '400 fu residenza del vescovo di Sora (S. Arcangelo). Danneggiata dal terremoto del 1654, venne successivamente restaurata e rimaneggiata assumendo l'attuale fisionomia barocca.

Architettura e Capolavori Artistici
L'interno si presenta in stile barocco, a pianta a croce latina a tre navate, con cappelle laterali e volte a crociera.

Opere del Cavalier d'Arpino (Giuseppe Cesari):

Altare Maggiore: Grande tela raffigurante L'Arcangelo Michele vittorioso su Lucifero.

Volta dell'Abside: Affresco con la figura del Padre Eterno.

Altre opere attribuite: L'Annunciazione, Tobia e l'Angelo, Il Martirio di San Pietro e le 14 stazioni della Via Crucis.

Sculture e Arredi Lignei di Michele Stolz:

Pulpito e Battistero: Scolpiti in legno di noce dallo scultore tirolese Michele Stolz (1725–1779); il pulpito presenta sei putti a rilievo sostenuti da un'aquila.

Sepoltura: Lo stesso artista è sepolto all'interno della chiesa, sotto l'altare del Sacro Cuore.

Altre Opere di Rilievo:

Navata Destra: Croce stazionale di Scuola Toscana (XIV secolo).

Sacrestia: Tela ad olio del Battesimo di Gesù, attribuita a Francesco Curia.

Dipinti e Organo: Madonna con Bambino del pittore secentesco Dionigi Ludovisi e maestoso organo del '700.";;immagini/arpino_arcangelo.webp;Dettaglio;;;
Ciociaria;6,5,3;Monumento;6,5;Palazzo Boncompagni;;"Monumento a Cicerone (1958)

Scultore: Ferruccio Vecchi.

Collocazione: Piazza Municipio.

Palazzo Boncompagni (Struttura ed Esterni):

Epoca dell'aspetto attuale: Primi dell'Ottocento (chiude la piazza ad angolo retto).

Facciata Sinistra:

Finestre a due ordini.

Stemma della città di Arpino.

Iscrizione latina dedicata a Carlo III di Borbone.

Busti di Vittorio Emanuele II e Giuseppe Garibaldi.

Facciata Destra:

Lunga balconata e tre portali (uno dei quali collega la piazza a Corso Tulliano).

Busti del Cavalier d'Arpino (Giuseppe Cesari) e di San Francesco Saverio Maria Bianchi.

Uso del palazzo: Ex sede dell'Amministrazione Comunale, attualmente sede provvisoria della Fondazione Umberto Mastroianni.

Interni di Palazzo Boncompagni

Piano Terra (Atrio): A sinistra, frammento di pavimento a mosaico d'epoca romana (II-III sec. d.C.), rinvenuto negli scavi vicini alla Collegiata di San Michele.

Primo Piano: Sale espositive della Fondazione Mastroianni.

Secondo Piano: Frontale del monumento funerario romano della famiglia dei Fufidi (contemporanei di Cicerone ed esattori per il Municipium di Arpino delle rendite della Gallia Narbonese donate da Caio Mario).";;immagini/arpino_boncompagno.webp;Dettaglio;;;
